episode,total_steps,epsilon,winner,moves,total_reward_player1,total_reward_player_minus1,loss_mean,buffer_size,replay_type,per_alpha,per_beta,priority_mean,priority_max,priority_std,td_error_mean,td_error_abs_mean,td_error_std
1074,232604,0.05,,300,25.3,25.5,0.101774,75000,uniform,nan,nan,nan,nan,nan,-0.021912,0.249101,1.284701
1075,232904,0.05,,300,22.9,21.9,0.108734,75000,uniform,nan,nan,nan,nan,nan,-0.019021,0.251105,1.355181
1076,233204,0.05,,300,25.3,25.5,0.113363,75000,uniform,nan,nan,nan,nan,nan,-0.013947,0.268246,1.218743
1077,233504,0.05,,300,25.1,23.3,0.096945,75000,uniform,nan,nan,nan,nan,nan,-0.011648,0.244201,1.159014
1078,233804,0.05,,300,23.3,25.3,0.091372,75000,uniform,nan,nan,nan,nan,nan,0.000396,0.235787,1.018508
1079,233930,0.05,-1,126,26.77,131.77,0.083043,75000,uniform,nan,nan,nan,nan,nan,-0.019001,0.225736,0.930434
1080,234230,0.05,,300,27.5,27.5,0.093201,75000,uniform,nan,nan,nan,nan,nan,-0.0159,0.24637,0.958935
1081,234530,0.05,,300,27.7,27.5,0.097511,75000,uniform,nan,nan,nan,nan,nan,-0.007783,0.241777,1.13381
1082,234830,0.05,,300,26.5,27.7,0.069092,75000,uniform,nan,nan,nan,nan,nan,-0.003546,0.210029,0.633984
1083,235130,0.05,,300,25.3,25.3,0.095098,75000,uniform,nan,nan,nan,nan,nan,-0.017322,0.244134,1.174509
1084,235430,0.05,,300,25.3,25.3,0.093972,75000,uniform,nan,nan,nan,nan,nan,-0.013726,0.243088,1.070619
1085,235730,0.05,,300,25.1,25.3,0.099367,75000,uniform,nan,nan,nan,nan,nan,-0.021186,0.244569,1.334129
1086,236030,0.05,,300,27.9,26.1,0.080097,75000,uniform,nan,nan,nan,nan,nan,-0.003338,0.227085,0.765839
1087,236330,0.05,,300,25.5,25.5,0.106064,75000,uniform,nan,nan,nan,nan,nan,-0.016738,0.256006,1.191117
1088,236511,0.05,1,181,131.49,23.9,0.084028,75000,uniform,nan,nan,nan,nan,nan,0.002506,0.229319,0.74127
1089,236811,0.05,,300,25.5,27.7,0.082684,75000,uniform,nan,nan,nan,nan,nan,-0.006488,0.227686,0.881651
1090,237095,0.05,-1,284,24.18,130.98,0.107051,75000,uniform,nan,nan,nan,nan,nan,-0.012156,0.258204,1.361209
1091,237328,0.05,1,233,131.23,21.64,0.0988,75000,uniform,nan,nan,nan,nan,nan,-0.008732,0.248974,0.963966
1092,237628,0.05,,300,25.3,25.3,0.092542,75000,uniform,nan,nan,nan,nan,nan,-0.007908,0.237935,0.883977
1093,237928,0.05,,300,23.1,23.3,0.093994,75000,uniform,nan,nan,nan,nan,nan,-0.011699,0.236024,1.037627
1094,238217,0.05,1,289,130.95,21.36,0.120294,75000,uniform,nan,nan,nan,nan,nan,-0.026885,0.274011,1.416582
1095,238517,0.05,,300,25.9,27.5,0.095983,75000,uniform,nan,nan,nan,nan,nan,-0.009939,0.243431,0.905493
1096,238817,0.05,,300,26.1,27.5,0.10289,75000,uniform,nan,nan,nan,nan,nan,-0.016238,0.250225,1.141272
1097,239117,0.05,,300,27.3,25.5,0.11091,75000,uniform,nan,nan,nan,nan,nan,-0.003905,0.263233,1.165259
1098,239417,0.05,,300,25.3,25.1,0.095474,75000,uniform,nan,nan,nan,nan,nan,-0.003581,0.240702,0.979823
1099,239717,0.05,,300,26.5,27.5,0.087304,75000,uniform,nan,nan,nan,nan,nan,-0.007857,0.231723,0.84396
1100,240017,0.05,,300,27.5,27.5,0.088327,75000,uniform,nan,nan,nan,nan,nan,-0.00931,0.234258,0.980047
1101,240317,0.05,,300,25.3,25.5,0.117527,75000,uniform,nan,nan,nan,nan,nan,-0.024799,0.271958,1.225467
1102,240617,0.05,,300,25.5,23.3,0.09224,75000,uniform,nan,nan,nan,nan,nan,-0.008677,0.240498,1.007692
1103,240917,0.05,,300,25.5,25.5,0.08429,75000,uniform,nan,nan,nan,nan,nan,-0.018396,0.229479,0.842568
1104,241217,0.05,,300,25.5,27.3,0.106504,75000,uniform,nan,nan,nan,nan,nan,0.003623,0.258737,1.05722
1105,241517,0.05,,300,25.3,24.9,0.095063,75000,uniform,nan,nan,nan,nan,nan,-0.008313,0.24171,0.961744
1106,241626,0.05,1,109,131.85,25.26,0.087863,75000,uniform,nan,nan,nan,nan,nan,-0.014241,0.233704,0.863373
1107,241926,0.05,,300,25.5,25.5,0.081118,75000,uniform,nan,nan,nan,nan,nan,-0.003616,0.225049,0.760165
1108,242226,0.05,,300,25.5,25.5,0.090021,75000,uniform,nan,nan,nan,nan,nan,-0.012547,0.238966,0.935162
1109,242526,0.05,,300,25.5,25.5,0.100288,75000,uniform,nan,nan,nan,nan,nan,-0.009853,0.243444,1.089479
1110,242826,0.05,,300,27.5,26.3,0.084241,75000,uniform,nan,nan,nan,nan,nan,-0.012768,0.225295,0.878509
1111,243126,0.05,,300,27.5,25.5,0.095567,75000,uniform,nan,nan,nan,nan,nan,-0.005011,0.242321,1.025812
1112,243426,0.05,,300,25.3,27.5,0.083159,75000,uniform,nan,nan,nan,nan,nan,0.001645,0.226929,0.830602
1113,243726,0.05,,300,25.3,25.3,0.074918,75000,uniform,nan,nan,nan,nan,nan,-0.001533,0.214921,0.768892
1114,244026,0.05,,300,25.3,25.3,0.070261,75000,uniform,nan,nan,nan,nan,nan,-0.007765,0.210419,0.672745
1115,244259,0.05,1,233,131.23,22.04,0.088679,75000,uniform,nan,nan,nan,nan,nan,-0.004133,0.234945,0.775043
1116,244559,0.05,,300,25.1,25.1,0.085437,75000,uniform,nan,nan,nan,nan,nan,-0.002693,0.224927,0.9589
1117,244812,0.05,1,253,131.13,28.74,0.087722,75000,uniform,nan,nan,nan,nan,nan,-0.009189,0.225472,0.90772
1118,245112,0.05,,300,25.5,25.5,0.08152,75000,uniform,nan,nan,nan,nan,nan,-0.002333,0.225299,0.794749
1119,245331,0.05,1,219,131.3,29.11,0.086379,75000,uniform,nan,nan,nan,nan,nan,-0.00582,0.227611,0.94002
1120,245631,0.05,,300,25.3,27.5,0.091426,75000,uniform,nan,nan,nan,nan,nan,-0.017244,0.23011,1.102088
1121,245931,0.05,,300,25.3,27.5,0.075733,75000,uniform,nan,nan,nan,nan,nan,-0.011407,0.212881,0.812993
1122,246231,0.05,,300,25.5,25.3,0.08647,75000,uniform,nan,nan,nan,nan,nan,0.001892,0.234846,0.865875
1123,246531,0.05,,300,25.3,25.5,0.091273,75000,uniform,nan,nan,nan,nan,nan,-0.00894,0.233784,1.037772
1124,246831,0.05,,300,25.3,25.5,0.084921,75000,uniform,nan,nan,nan,nan,nan,-0.007161,0.224409,0.850792
1125,247131,0.05,,300,25.5,27.5,0.083193,75000,uniform,nan,nan,nan,nan,nan,-0.012938,0.224823,0.89319
1126,247431,0.05,,300,25.3,27.5,0.077083,75000,uniform,nan,nan,nan,nan,nan,-0.003868,0.218175,0.726205
1127,247731,0.05,,300,25.5,25.5,0.083056,75000,uniform,nan,nan,nan,nan,nan,-0.004944,0.222583,0.81487
1128,248031,0.05,,300,25.3,25.3,0.085756,75000,uniform,nan,nan,nan,nan,nan,-0.009039,0.22562,1.051363
1129,248273,0.05,-1,242,23.99,131.19,0.07808,75000,uniform,nan,nan,nan,nan,nan,-0.000139,0.222563,0.665677
1130,248573,0.05,,300,25.5,27.7,0.084136,75000,uniform,nan,nan,nan,nan,nan,-0.004247,0.223391,0.934914
1131,248873,0.05,,300,27.7,25.3,0.070659,75000,uniform,nan,nan,nan,nan,nan,0.001498,0.208501,0.642286
1132,249104,0.05,1,231,131.24,24.05,0.08564,75000,uniform,nan,nan,nan,nan,nan,-0.006,0.229098,0.813685
1133,249404,0.05,,300,25.5,25.5,0.083943,75000,uniform,nan,nan,nan,nan,nan,-0.012319,0.224502,0.802664
1134,249704,0.05,,300,25.1,25.3,0.077882,75000,uniform,nan,nan,nan,nan,nan,-0.004846,0.213473,1.010551
1135,250004,0.05,,300,28.7,22.5,0.085001,75000,uniform,nan,nan,nan,nan,nan,-0.011205,0.220347,0.973529
1136,250274,0.05,-1,270,26.25,131.05,0.079387,75000,uniform,nan,nan,nan,nan,nan,-0.006849,0.222417,0.718287
1137,250574,0.05,,300,23.7,27.5,0.08792,75000,uniform,nan,nan,nan,nan,nan,-0.016629,0.225134,1.021626
1138,250874,0.05,,300,25.5,23.1,0.071253,75000,uniform,nan,nan,nan,nan,nan,-0.007356,0.205697,0.723622
1139,251174,0.05,,300,28.1,27.5,0.08724,75000,uniform,nan,nan,nan,nan,nan,-0.008928,0.229223,1.100079
1140,251474,0.05,,300,25.3,25.3,0.076334,75000,uniform,nan,nan,nan,nan,nan,0.003705,0.212832,0.691237
1141,251774,0.05,,300,27.7,26.3,0.074171,75000,uniform,nan,nan,nan,nan,nan,-0.003938,0.211674,0.702555
1142,252074,0.05,,300,25.5,25.3,0.085981,75000,uniform,nan,nan,nan,nan,nan,-0.018771,0.223726,1.075858
1143,252327,0.05,1,253,131.13,25.54,0.078355,75000,uniform,nan,nan,nan,nan,nan,-0.008392,0.217879,0.737781
1144,252627,0.05,,300,22.7,22.9,0.082456,75000,uniform,nan,nan,nan,nan,nan,-0.000313,0.219111,0.749711
1145,252927,0.05,,300,23.7,27.7,0.077414,75000,uniform,nan,nan,nan,nan,nan,-0.004511,0.211758,0.73205
1146,253227,0.05,,300,25.3,27.5,0.077646,75000,uniform,nan,nan,nan,nan,nan,-0.003733,0.219853,0.710655
1147,253527,0.05,,300,27.5,25.5,0.075067,75000,uniform,nan,nan,nan,nan,nan,0.00011,0.212378,0.70382
1148,253827,0.05,,300,27.5,27.7,0.066454,75000,uniform,nan,nan,nan,nan,nan,-0.003999,0.199273,0.606235
1149,254012,0.05,1,185,131.47,28.28,0.071771,75000,uniform,nan,nan,nan,nan,nan,-0.010213,0.208607,0.728612
1150,254312,0.05,,300,25.1,23.3,0.09463,75000,uniform,nan,nan,nan,nan,nan,-0.016984,0.237154,1.157358
1151,254612,0.05,,300,25.5,25.3,0.058871,75000,uniform,nan,nan,nan,nan,nan,-0.006144,0.192548,0.56875
1152,254912,0.05,,300,25.3,25.3,0.06847,75000,uniform,nan,nan,nan,nan,nan,-0.007146,0.200872,0.762976
1153,255212,0.05,,300,25.9,27.7,0.081067,75000,uniform,nan,nan,nan,nan,nan,-0.002629,0.223377,0.911084
1154,255512,0.05,,300,25.5,25.3,0.089418,75000,uniform,nan,nan,nan,nan,nan,-0.007831,0.227527,1.060379
1155,255812,0.05,,300,25.5,25.5,0.079517,75000,uniform,nan,nan,nan,nan,nan,-0.0017,0.214212,0.860214
1156,256112,0.05,,300,25.5,25.5,0.078026,75000,uniform,nan,nan,nan,nan,nan,-0.007776,0.218849,0.841041
1157,256406,0.05,-1,294,27.93,130.93,0.091428,75000,uniform,nan,nan,nan,nan,nan,-0.017764,0.229231,1.168325
1158,256706,0.05,,300,28.7,25.3,0.082057,75000,uniform,nan,nan,nan,nan,nan,-0.011692,0.217786,0.925936
1159,257006,0.05,,300,25.5,25.5,0.074519,75000,uniform,nan,nan,nan,nan,nan,-0.005606,0.208934,0.808246
1160,257288,0.05,-1,282,27.79,130.99,0.091805,75000,uniform,nan,nan,nan,nan,nan,-0.010253,0.234188,1.077579
1161,257588,0.05,,300,25.5,21.3,0.074634,75000,uniform,nan,nan,nan,nan,nan,-0.002442,0.21014,0.80596
1162,257888,0.05,,300,25.5,25.1,0.073583,75000,uniform,nan,nan,nan,nan,nan,-0.003404,0.205182,0.787635
1163,258188,0.05,,300,23.3,23.1,0.075874,75000,uniform,nan,nan,nan,nan,nan,-0.005348,0.217032,0.797473
1164,258488,0.05,,300,25.7,27.7,0.06991,75000,uniform,nan,nan,nan,nan,nan,-0.006631,0.205346,0.693671
1165,258788,0.05,,300,25.3,22.9,0.062405,75000,uniform,nan,nan,nan,nan,nan,-0.00502,0.193127,0.647031
1166,259088,0.05,,300,23.1,25.5,0.081337,75000,uniform,nan,nan,nan,nan,nan,-0.008521,0.218014,0.895607
1167,259388,0.05,,300,25.3,23.3,0.071261,75000,uniform,nan,nan,nan,nan,nan,-0.002585,0.207898,0.738039
1168,259688,0.05,,300,25.7,25.3,0.071263,75000,uniform,nan,nan,nan,nan,nan,-0.007707,0.203246,0.740317
1169,259988,0.05,,300,24.3,25.5,0.069527,75000,uniform,nan,nan,nan,nan,nan,-0.002376,0.201432,0.778568
1170,260288,0.05,,300,27.7,25.7,0.073455,75000,uniform,nan,nan,nan,nan,nan,-0.008042,0.21208,0.837449
1171,260588,0.05,,300,25.5,27.7,0.069393,75000,uniform,nan,nan,nan,nan,nan,-0.00324,0.202036,0.745753
1172,260888,0.05,,300,25.5,22.9,0.071508,75000,uniform,nan,nan,nan,nan,nan,-0.002565,0.198436,0.83165
1173,261188,0.05,,300,27.7,27.3,0.071056,75000,uniform,nan,nan,nan,nan,nan,-0.003677,0.206481,0.663233
1174,261488,0.05,,300,25.5,25.5,0.068258,75000,uniform,nan,nan,nan,nan,nan,-0.002474,0.199788,0.654149
1175,261788,0.05,,300,25.5,25.5,0.061697,75000,uniform,nan,nan,nan,nan,nan,0.000563,0.190219,0.606625
1176,262088,0.05,,300,25.5,23.3,0.07165,75000,uniform,nan,nan,nan,nan,nan,-0.007753,0.204818,0.733386
1177,262388,0.05,,300,25.3,25.1,0.061118,75000,uniform,nan,nan,nan,nan,nan,-0.007159,0.1917,0.618385
1178,262688,0.05,,300,22.7,23.3,0.05477,75000,uniform,nan,nan,nan,nan,nan,-0.00431,0.181631,0.493895
1179,262988,0.05,,300,25.5,25.3,0.052473,75000,uniform,nan,nan,nan,nan,nan,-0.00247,0.177789,0.494143
1180,263288,0.05,,300,27.7,27.9,0.080265,75000,uniform,nan,nan,nan,nan,nan,0.002275,0.217678,0.787187
1181,263588,0.05,,300,22.1,23.3,0.06175,75000,uniform,nan,nan,nan,nan,nan,-0.002268,0.189755,0.606301
1182,263888,0.05,,300,25.5,25.5,0.054316,75000,uniform,nan,nan,nan,nan,nan,-0.003188,0.177584,0.573067
1183,264188,0.05,,300,26.5,27.7,0.064345,75000,uniform,nan,nan,nan,nan,nan,-0.006088,0.197533,0.599628
1184,264488,0.05,,300,27.7,25.5,0.058177,75000,uniform,nan,nan,nan,nan,nan,0.005416,0.183811,0.590611
1185,264743,0.05,1,255,131.12,19.13,0.05255,75000,uniform,nan,nan,nan,nan,nan,-0.004177,0.176495,0.527827
1186,264936,0.05,1,193,131.43,21.44,0.052157,75000,uniform,nan,nan,nan,nan,nan,-0.004449,0.173689,0.523537
1187,265187,0.05,1,251,131.14,23.75,0.06353,75000,uniform,nan,nan,nan,nan,nan,-0.002241,0.200697,0.570537
1188,265487,0.05,,300,25.3,25.3,0.058384,75000,uniform,nan,nan,nan,nan,nan,-0.007532,0.182237,0.702045
1189,265787,0.05,,300,25.5,25.5,0.06018,75000,uniform,nan,nan,nan,nan,nan,-0.001247,0.183206,0.768382
1190,266087,0.05,,300,25.1,25.5,0.063727,75000,uniform,nan,nan,nan,nan,nan,-0.011137,0.196507,0.671337
1191,266387,0.05,,300,25.1,22.1,0.056822,75000,uniform,nan,nan,nan,nan,nan,-0.005629,0.183109,0.519539
1192,266512,0.05,1,125,131.77,25.58,0.050337,75000,uniform,nan,nan,nan,nan,nan,-0.004655,0.177216,0.495085
1193,266812,0.05,,300,25.3,25.3,0.064985,75000,uniform,nan,nan,nan,nan,nan,-0.008889,0.190098,0.859757
1194,267112,0.05,,300,25.3,27.5,0.066101,75000,uniform,nan,nan,nan,nan,nan,-0.002921,0.197449,0.767769
1195,267412,0.05,,300,25.5,28.1,0.06294,75000,uniform,nan,nan,nan,nan,nan,-0.002131,0.186688,0.631006
1196,267712,0.05,,300,25.7,27.5,0.054455,75000,uniform,nan,nan,nan,nan,nan,-0.008718,0.174927,0.657465
1197,268012,0.05,,300,25.1,26.1,0.059836,75000,uniform,nan,nan,nan,nan,nan,0.000385,0.184469,0.604863
1198,268122,0.05,-1,110,24.65,131.85,0.068557,75000,uniform,nan,nan,nan,nan,nan,-0.015853,0.205644,0.934276
1199,268422,0.05,,300,27.5,25.5,0.072039,75000,uniform,nan,nan,nan,nan,nan,-0.010406,0.196296,0.916439
1200,268722,0.05,,300,27.5,25.5,0.056121,75000,uniform,nan,nan,nan,nan,nan,-0.003181,0.176866,0.608202
1201,269022,0.05,,300,25.3,25.5,0.054414,75000,uniform,nan,nan,nan,nan,nan,0.005884,0.180003,0.528169
1202,269245,0.05,1,223,131.28,23.89,0.074957,75000,uniform,nan,nan,nan,nan,nan,-0.00356,0.204031,0.994304
1203,269545,0.05,,300,25.3,27.7,0.060807,75000,uniform,nan,nan,nan,nan,nan,-0.005615,0.182608,0.667891
1204,269845,0.05,,300,25.3,25.5,0.060852,75000,uniform,nan,nan,nan,nan,nan,-0.005204,0.179612,0.813858
1205,270145,0.05,,300,27.5,27.7,0.06459,75000,uniform,nan,nan,nan,nan,nan,-0.014041,0.19401,0.808173
1206,270445,0.05,,300,24.1,25.7,0.056167,75000,uniform,nan,nan,nan,nan,nan,0.000238,0.181142,0.563087
1207,270745,0.05,,300,27.5,22.7,0.057928,75000,uniform,nan,nan,nan,nan,nan,-0.00945,0.179391,0.635092
1208,270899,0.05,-1,154,23.83,131.63,0.065386,75000,uniform,nan,nan,nan,nan,nan,-0.014793,0.186487,0.954726
1209,271199,0.05,,300,25.3,25.3,0.063042,75000,uniform,nan,nan,nan,nan,nan,0.003288,0.189399,0.854516
1210,271499,0.05,,300,25.5,25.3,0.053193,75000,uniform,nan,nan,nan,nan,nan,-0.008378,0.173846,0.584305
1211,271772,0.05,1,273,131.03,21.24,0.051632,75000,uniform,nan,nan,nan,nan,nan,-0.000524,0.172018,0.591994
1212,272072,0.05,,300,25.5,25.3,0.056281,75000,uniform,nan,nan,nan,nan,nan,-0.002745,0.182091,0.55299
1213,272372,0.05,,300,27.5,25.5,0.07211,75000,uniform,nan,nan,nan,nan,nan,-0.005078,0.196157,0.835539
1214,272641,0.05,1,269,131.05,21.66,0.055764,75000,uniform,nan,nan,nan,nan,nan,0.002241,0.17526,0.645615
1215,272941,0.05,,300,25.3,24.3,0.061835,75000,uniform,nan,nan,nan,nan,nan,-0.013249,0.1814,0.818154
1216,273241,0.05,,300,27.5,24.3,0.068606,75000,uniform,nan,nan,nan,nan,nan,-0.012857,0.195843,0.818821
1217,273541,0.05,,300,25.1,27.7,0.063775,75000,uniform,nan,nan,nan,nan,nan,-0.00599,0.186646,0.849586
1218,273794,0.05,1,253,131.13,23.74,0.060115,75000,uniform,nan,nan,nan,nan,nan,-0.010463,0.179428,0.891561
1219,274094,0.05,,300,25.5,25.5,0.056432,75000,uniform,nan,nan,nan,nan,nan,-0.00106,0.18123,0.538236
1220,274394,0.05,,300,25.3,25.3,0.07126,75000,uniform,nan,nan,nan,nan,nan,-0.015571,0.195884,0.936908
1221,274694,0.05,,300,25.3,25.5,0.056455,75000,uniform,nan,nan,nan,nan,nan,-0.005037,0.179658,0.657784
1222,274994,0.05,,300,25.5,25.3,0.056178,75000,uniform,nan,nan,nan,nan,nan,-0.010065,0.175199,0.820358
1223,275294,0.05,,300,25.1,27.7,0.07195,75000,uniform,nan,nan,nan,nan,nan,-0.005868,0.199602,0.867418
1224,275594,0.05,,300,25.1,25.3,0.053817,75000,uniform,nan,nan,nan,nan,nan,-0.002199,0.175424,0.514866
1225,275894,0.05,,300,25.1,27.7,0.051467,75000,uniform,nan,nan,nan,nan,nan,-0.002627,0.171675,0.657265
1226,276194,0.05,,300,25.3,25.5,0.064676,75000,uniform,nan,nan,nan,nan,nan,-0.00517,0.191051,0.696482
1227,276494,0.05,,300,25.7,27.9,0.061313,75000,uniform,nan,nan,nan,nan,nan,0.004228,0.183281,0.800166
1228,276787,0.05,1,293,130.93,23.34,0.053083,75000,uniform,nan,nan,nan,nan,nan,-0.002154,0.170845,0.535735
1229,277087,0.05,,300,27.5,25.3,0.053813,75000,uniform,nan,nan,nan,nan,nan,-0.006132,0.177154,0.664439
1230,277387,0.05,,300,27.9,25.5,0.055061,75000,uniform,nan,nan,nan,nan,nan,-0.001593,0.177506,0.547126
1231,277581,0.05,-1,194,23.83,131.43,0.056233,75000,uniform,nan,nan,nan,nan,nan,-0.001687,0.176977,0.510378
1232,277881,0.05,,300,25.1,25.5,0.055917,75000,uniform,nan,nan,nan,nan,nan,0.001696,0.176375,0.618056
1233,278146,0.05,1,265,131.07,28.88,0.066347,75000,uniform,nan,nan,nan,nan,nan,-0.010842,0.189359,0.861228
1234,278446,0.05,,300,23.5,25.1,0.059857,75000,uniform,nan,nan,nan,nan,nan,-0.000556,0.182153,0.651449
1235,278633,0.05,1,187,131.46,21.07,0.06208,75000,uniform,nan,nan,nan,nan,nan,-0.007133,0.18201,0.849508
1236,278933,0.05,,300,26.3,25.3,0.067456,75000,uniform,nan,nan,nan,nan,nan,-0.009697,0.189522,0.728248
1237,279233,0.05,,300,25.5,25.3,0.060914,75000,uniform,nan,nan,nan,nan,nan,-0.006891,0.188543,0.643173
1238,279533,0.05,,300,25.5,27.7,0.063511,75000,uniform,nan,nan,nan,nan,nan,-0.001432,0.186196,0.685436
1239,279833,0.05,,300,25.3,25.5,0.059648,75000,uniform,nan,nan,nan,nan,nan,-0.000671,0.178148,0.769835
1240,280133,0.05,,300,25.5,25.5,0.056944,75000,uniform,nan,nan,nan,nan,nan,-0.002888,0.180925,0.595407
1241,280433,0.05,,300,27.7,27.7,0.058089,75000,uniform,nan,nan,nan,nan,nan,-0.00627,0.177681,0.669943
1242,280718,0.05,1,285,130.97,28.78,0.067037,75000,uniform,nan,nan,nan,nan,nan,-0.007288,0.18603,1.047754
1243,281018,0.05,,300,25.5,24.9,0.054048,75000,uniform,nan,nan,nan,nan,nan,-0.002476,0.173386,0.526951
1244,281318,0.05,,300,25.5,24.3,0.056276,75000,uniform,nan,nan,nan,nan,nan,-0.005638,0.180356,0.569634
1245,281618,0.05,,300,25.5,24.3,0.062619,75000,uniform,nan,nan,nan,nan,nan,-0.002925,0.182964,0.611781
1246,281918,0.05,,300,27.7,28.7,0.072827,75000,uniform,nan,nan,nan,nan,nan,-0.001988,0.192128,1.069277
1247,282191,0.05,1,273,131.03,28.04,0.063962,75000,uniform,nan,nan,nan,nan,nan,-0.003035,0.188021,0.669296
1248,282491,0.05,,300,25.5,22.1,0.072536,75000,uniform,nan,nan,nan,nan,nan,-0.008118,0.192776,0.859122
1249,282791,0.05,,300,27.5,27.3,0.055398,75000,uniform,nan,nan,nan,nan,nan,0.001739,0.172537,0.613532
1250,283091,0.05,,300,27.3,21.7,0.06997,75000,uniform,nan,nan,nan,nan,nan,-0.003243,0.193836,0.815908
1251,283391,0.05,,300,25.5,25.3,0.070364,75000,uniform,nan,nan,nan,nan,nan,-0.012199,0.195458,0.670239
1252,283691,0.05,,300,25.3,27.5,0.074689,75000,uniform,nan,nan,nan,nan,nan,-0.007967,0.19838,0.784869
1253,283991,0.05,,300,28.1,27.7,0.063033,75000,uniform,nan,nan,nan,nan,nan,-0.015518,0.182529,0.670903
1254,284291,0.05,,300,25.3,25.3,0.085937,75000,uniform,nan,nan,nan,nan,nan,0.009355,0.216104,0.952457
1255,284591,0.05,,300,25.1,25.3,0.066989,75000,uniform,nan,nan,nan,nan,nan,0.003527,0.189345,0.70221
1256,284891,0.05,,300,24.9,25.3,0.065631,75000,uniform,nan,nan,nan,nan,nan,-0.001472,0.185485,0.679082
1257,285191,0.05,,300,25.3,27.5,0.086766,75000,uniform,nan,nan,nan,nan,nan,-0.006165,0.216361,1.008534
1258,285491,0.05,,300,25.5,27.5,0.066517,75000,uniform,nan,nan,nan,nan,nan,-0.009223,0.191416,0.597205
1259,285791,0.05,,300,25.5,24.1,0.062971,75000,uniform,nan,nan,nan,nan,nan,-0.004062,0.185547,0.64638
1260,286091,0.05,,300,25.3,25.5,0.065886,75000,uniform,nan,nan,nan,nan,nan,-0.002557,0.193409,0.823022
1261,286391,0.05,,300,25.3,24.3,0.070556,75000,uniform,nan,nan,nan,nan,nan,0.008245,0.193539,0.841395
1262,286691,0.05,,300,25.5,25.3,0.05509,75000,uniform,nan,nan,nan,nan,nan,0.002496,0.174843,0.569465
1263,286991,0.05,,300,27.7,25.5,0.057491,75000,uniform,nan,nan,nan,nan,nan,-0.000251,0.176785,0.572096
1264,287291,0.05,,300,25.5,25.5,0.06879,75000,uniform,nan,nan,nan,nan,nan,-0.011286,0.19583,0.728428
1265,287513,0.05,-1,222,23.69,131.29,0.056798,75000,uniform,nan,nan,nan,nan,nan,-0.001551,0.17728,0.590653
1266,287813,0.05,,300,23.3,25.3,0.068604,75000,uniform,nan,nan,nan,nan,nan,-0.004669,0.189503,0.776511
1267,288113,0.05,,300,25.5,27.5,0.05893,75000,uniform,nan,nan,nan,nan,nan,0.004082,0.180609,0.71323
1268,288413,0.05,,300,25.3,24.5,0.061598,75000,uniform,nan,nan,nan,nan,nan,0.008494,0.182791,0.76427
1269,288713,0.05,,300,25.3,25.5,0.057965,75000,uniform,nan,nan,nan,nan,nan,0.002103,0.175486,0.717236
1270,289013,0.05,,300,25.1,25.3,0.050472,75000,uniform,nan,nan,nan,nan,nan,-0.000967,0.166618,0.546789
1271,289122,0.05,1,109,131.85,24.66,0.061099,75000,uniform,nan,nan,nan,nan,nan,-0.017762,0.190321,0.533634
1272,289422,0.05,,300,25.1,23.9,0.062665,75000,uniform,nan,nan,nan,nan,nan,-0.005723,0.182643,0.672224
1273,289722,0.05,,300,25.1,25.3,0.060379,75000,uniform,nan,nan,nan,nan,nan,-0.007377,0.17942,0.742526
1274,290022,0.05,,300,27.5,27.5,0.062527,75000,uniform,nan,nan,nan,nan,nan,-0.00043,0.182441,0.774055
1275,290322,0.05,,300,25.3,27.7,0.054899,75000,uniform,nan,nan,nan,nan,nan,0.001207,0.176262,0.609019
1276,290622,0.05,,300,25.5,25.5,0.058494,75000,uniform,nan,nan,nan,nan,nan,0.00098,0.177133,0.668764
1277,290791,0.05,1,169,131.55,29.36,0.057554,75000,uniform,nan,nan,nan,nan,nan,0.000363,0.173903,0.726652
1278,291091,0.05,,300,25.3,22.9,0.060082,75000,uniform,nan,nan,nan,nan,nan,-0.00265,0.180858,0.663746
1279,291391,0.05,,300,26.3,27.1,0.064355,75000,uniform,nan,nan,nan,nan,nan,-0.002117,0.182818,0.847088
1280,291691,0.05,,300,28.1,27.7,0.063063,75000,uniform,nan,nan,nan,nan,nan,-0.004909,0.17991,0.923605
1281,291991,0.05,,300,28.5,27.5,0.049503,75000,uniform,nan,nan,nan,nan,nan,0.000442,0.165913,0.587371
1282,292291,0.05,,300,27.3,25.5,0.056748,75000,uniform,nan,nan,nan,nan,nan,-0.000807,0.179276,0.662406
1283,292508,0.05,1,217,131.31,23.32,0.058824,75000,uniform,nan,nan,nan,nan,nan,0.00405,0.176346,0.761424
1284,292674,0.05,-1,166,29.37,131.57,0.050436,75000,uniform,nan,nan,nan,nan,nan,-0.000578,0.165879,0.553717
1285,292974,0.05,,300,27.5,25.3,0.051029,75000,uniform,nan,nan,nan,nan,nan,-0.003003,0.164516,0.637234
1286,293274,0.05,,300,25.5,27.5,0.06914,75000,uniform,nan,nan,nan,nan,nan,-0.007462,0.192806,0.997701
1287,293574,0.05,,300,23.1,25.1,0.059703,75000,uniform,nan,nan,nan,nan,nan,-0.002164,0.176639,0.836278
1288,293874,0.05,,300,27.7,25.3,0.050665,75000,uniform,nan,nan,nan,nan,nan,0.001021,0.163611,0.555723
1289,294174,0.05,,300,25.5,25.3,0.059992,75000,uniform,nan,nan,nan,nan,nan,-0.007543,0.178512,0.794889
